Id;product_1;product_2;product_3;product_4;product_5;product_6;product_7;product_8;product_9;product_10;product_11;product_12;product_13;product_14;product_15;product_16;product_17;product_18;product_19;product_20
2054;eggs;cake;french fries;;;;;;;;;;;;;;;;;
2055;burgers;green tea;chocolate;;;;;;;;;;;;;;;;;
2056;whole wheat rice;chocolate;escalope;;;;;;;;;;;;;;;;;
2057;butter;cooking oil;chocolate;french fries;;;;;;;;;;;;;;;;
2058;tomatoes;milk;;;;;;;;;;;;;;;;;;
2059;mineral water;green tea;;;;;;;;;;;;;;;;;;
2060;fromage blanc;;;;;;;;;;;;;;;;;;;
2061;red wine;ground beef;spaghetti;mineral water;eggs;soda;cooking oil;zucchini;;;;;;;;;;;;
2062;herb & pepper;ground beef;tomato sauce;soup;eggs;escalope;;;;;;;;;;;;;;
2063;mineral water;whole wheat rice;escalope;;;;;;;;;;;;;;;;;
2064;red wine;shrimp;spaghetti;mineral water;soup;milk;champagne;;;;;;;;;;;;;
2065;rice;frozen smoothie;;;;;;;;;;;;;;;;;;
2066;frozen vegetables;chocolate;whole wheat rice;;;;;;;;;;;;;;;;;
2067;mineral water;chocolate;;;;;;;;;;;;;;;;;;
2068;burgers;;;;;;;;;;;;;;;;;;;
2069;eggs;french fries;energy drink;;;;;;;;;;;;;;;;;
2070;almonds;eggs;cookies;;;;;;;;;;;;;;;;;
2071;eggs;frozen smoothie;cottage cheese;low fat yogurt;;;;;;;;;;;;;;;;
2072;burgers;;;;;;;;;;;;;;;;;;;
2073;cake;frozen smoothie;;;;;;;;;;;;;;;;;;
2074;eggs;french fries;;;;;;;;;;;;;;;;;;
2075;grated cheese;herb & pepper;mineral water;flax seed;pancakes;frozen smoothie;sandwich;hot dogs;brownies;;;;;;;;;;;
2076;spaghetti;butter;eggs;cake;chocolate;french fries;;;;;;;;;;;;;;
2077;pancakes;french fries;;;;;;;;;;;;;;;;;;
2078;fresh tuna;herb & pepper;shrimp;frozen vegetables;chicken;chocolate;low fat yogurt;;;;;;;;;;;;;
2079;french fries;cookies;;;;;;;;;;;;;;;;;;
2080;yogurt cake;;;;;;;;;;;;;;;;;;;
2081;grated cheese;;;;;;;;;;;;;;;;;;;
2082;spaghetti;;;;;;;;;;;;;;;;;;;
2083;pepper;mineral water;chocolate;nonfat milk;;;;;;;;;;;;;;;;
2084;frozen vegetables;eggs;chocolate;;;;;;;;;;;;;;;;;
2085;tomatoes;mineral water;soup;olive oil;bug spray;;;;;;;;;;;;;;;
2086;burgers;red wine;frozen vegetables;chicken;frozen smoothie;;;;;;;;;;;;;;;
2087;eggs;;;;;;;;;;;;;;;;;;;
2088;red wine;ground beef;spaghetti;blueberries;;;;;;;;;;;;;;;;
2089;shrimp;frozen vegetables;tomatoes;cake;green tea;pancakes;;;;;;;;;;;;;;
2090;mineral water;milk;spinach;whole wheat rice;fresh bread;;;;;;;;;;;;;;;
2091;ground beef;spaghetti;;;;;;;;;;;;;;;;;;
2092;strawberries;;;;;;;;;;;;;;;;;;;
2093;barbecue sauce;;;;;;;;;;;;;;;;;;;
2094;burgers;grated cheese;french fries;;;;;;;;;;;;;;;;;
2095;vegetables mix;nonfat milk;pancakes;;;;;;;;;;;;;;;;;
2096;burgers;shrimp;spaghetti;milk;french wine;cake;green beans;french fries;;;;;;;;;;;;
2097;cider;eggs;;;;;;;;;;;;;;;;;;
2098;burgers;eggs;french fries;;;;;;;;;;;;;;;;;
2099;tomato sauce;mineral water;;;;;;;;;;;;;;;;;;
2100;frozen vegetables;spaghetti;;;;;;;;;;;;;;;;;;
2101;turkey;ham;red wine;shrimp;mineral water;chicken;pancakes;cake;white wine;;;;;;;;;;;
2102;pancakes;cooking oil;chocolate;;;;;;;;;;;;;;;;;
2103;burgers;spaghetti;;;;;;;;;;;;;;;;;;
2104;shrimp;frozen vegetables;spaghetti;mineral water;milk;strong cheese;;;;;;;;;;;;;;
2105;tomatoes;ground beef;meatballs;salmon;eggs;champagne;frozen smoothie;low fat yogurt;mint;;;;;;;;;;;
2106;pepper;milk;light cream;chicken;chocolate;frozen smoothie;mushroom cream sauce;;;;;;;;;;;;;
2107;turkey;pancakes;eggs;;;;;;;;;;;;;;;;;
2108;green tea;;;;;;;;;;;;;;;;;;;
2109;escalope;;;;;;;;;;;;;;;;;;;
2110;turkey;ground beef;pepper;flax seed;bacon;salmon;pet food;;;;;;;;;;;;;
2111;mineral water;cider;;;;;;;;;;;;;;;;;;
2112;french fries;tomato juice;fresh bread;;;;;;;;;;;;;;;;;
2113;herb & pepper;tomato sauce;spaghetti;mineral water;avocado;milk;olive oil;bacon;pancakes;whole wheat rice;whole weat flour;cereals;french fries;frozen smoothie;;;;;;
2114;chocolate;pancakes;;;;;;;;;;;;;;;;;;
2115;burgers;;;;;;;;;;;;;;;;;;;
2116;muffins;;;;;;;;;;;;;;;;;;;
2117;frozen vegetables;cereals;chocolate;french fries;escalope;champagne;tomato juice;;;;;;;;;;;;;
2118;mineral water;salmon;;;;;;;;;;;;;;;;;;
2119;milk;cake;cookies;mushroom cream sauce;;;;;;;;;;;;;;;;
2120;tomato sauce;champagne;green tea;;;;;;;;;;;;;;;;;
2121;mineral water;tea;escalope;fresh bread;magazines;;;;;;;;;;;;;;;
2122;ham;soup;honey;;;;;;;;;;;;;;;;;
2123;turkey;tomatoes;spaghetti;mineral water;chocolate;milk;frozen smoothie;green tea;;;;;;;;;;;;
2124;shrimp;mineral water;milk;hand protein bar;tomato juice;;;;;;;;;;;;;;;
2125;cookies;light mayo;;;;;;;;;;;;;;;;;;
2126;chocolate;french fries;cookies;shallot;low fat yogurt;;;;;;;;;;;;;;;
2127;milk;brownies;;;;;;;;;;;;;;;;;;
2128;herb & pepper;milk;cider;cooking oil;hot dogs;;;;;;;;;;;;;;;
2129;olive oil;light mayo;;;;;;;;;;;;;;;;;;
2130;tomatoes;ground beef;mineral water;olive oil;fromage blanc;honey;light cream;frozen smoothie;fresh bread;;;;;;;;;;;
2131;turkey;mineral water;eggs;cake;french fries;yogurt cake;;;;;;;;;;;;;;
2132;french fries;;;;;;;;;;;;;;;;;;;
2133;tomatoes;milk;chocolate;cookies;strawberries;fresh bread;;;;;;;;;;;;;;
2134;shrimp;frozen vegetables;olive oil;eggs;light mayo;low fat yogurt;;;;;;;;;;;;;;
2135;mineral water;;;;;;;;;;;;;;;;;;;
2136;burgers;olive oil;honey;extra dark chocolate;;;;;;;;;;;;;;;;
2137;french fries;;;;;;;;;;;;;;;;;;;
2138;ground beef;pasta;green tea;;;;;;;;;;;;;;;;;
2139;spaghetti;chicken;honey;oatmeal;green tea;chocolate;french fries;frozen smoothie;cookies;mushroom cream sauce;magazines;;;;;;;;;
2140;chocolate;oil;magazines;;;;;;;;;;;;;;;;;
2141;burgers;tomatoes;french wine;eggs;french fries;;;;;;;;;;;;;;;
2142;chocolate;;;;;;;;;;;;;;;;;;;
2143;mineral water;whole wheat rice;pancakes;mayonnaise;low fat yogurt;;;;;;;;;;;;;;;
2144;spaghetti;mineral water;olive oil;strong cheese;honey;cereals;chocolate;;;;;;;;;;;;;
2145;mineral water;milk;cake;french fries;champagne;green tea;;;;;;;;;;;;;;
2146;honey;;;;;;;;;;;;;;;;;;;
2147;grated cheese;;;;;;;;;;;;;;;;;;;
2148;olive oil;almonds;green grapes;tomato juice;fresh bread;;;;;;;;;;;;;;;
2149;milk;nonfat milk;muffins;;;;;;;;;;;;;;;;;
2150;meatballs;tea;frozen smoothie;escalope;mushroom cream sauce;green tea;;;;;;;;;;;;;;
2151;milk;olive oil;french wine;ketchup;;;;;;;;;;;;;;;;
2152;spaghetti;mineral water;green tea;;;;;;;;;;;;;;;;;
2153;cake;;;;;;;;;;;;;;;;;;;
2154;milk;eggs;champagne;;;;;;;;;;;;;;;;;
2155;shrimp;mineral water;chocolate;milk;soda;oatmeal;white wine;;;;;;;;;;;;;
2156;flax seed;green tea;;;;;;;;;;;;;;;;;;
2157;ground beef;cake;;;;;;;;;;;;;;;;;;
2158;spaghetti;oil;;;;;;;;;;;;;;;;;;
2159;shrimp;eggs;;;;;;;;;;;;;;;;;;
2160;turkey;candy bars;;;;;;;;;;;;;;;;;;
2161;burgers;;;;;;;;;;;;;;;;;;;
2162;spaghetti;;;;;;;;;;;;;;;;;;;
2163;tomato sauce;;;;;;;;;;;;;;;;;;;
2164;fresh tuna;tomatoes;spaghetti;chicken;cake;escalope;;;;;;;;;;;;;;
2165;ground beef;milk;energy bar;light cream;;;;;;;;;;;;;;;;
2166;french fries;;;;;;;;;;;;;;;;;;;
2167;burgers;herb & pepper;red wine;milk;black tea;chicken;pancakes;eggs;cake;mint green tea;;;;;;;;;;
2168;turkey;tomatoes;salmon;frozen smoothie;;;;;;;;;;;;;;;;
2169;chocolate;;;;;;;;;;;;;;;;;;;
2170;ham;shrimp;mineral water;cider;;;;;;;;;;;;;;;;
2171;chicken;cookies;;;;;;;;;;;;;;;;;;
2172;chocolate;shrimp;frozen vegetables;ground beef;spaghetti;mineral water;;;;;;;;;;;;;;
2173;butter;pancakes;chicken;frozen smoothie;low fat yogurt;;;;;;;;;;;;;;;
2174;herb & pepper;milk;eggs;cereals;fresh bread;white wine;low fat yogurt;;;;;;;;;;;;;
2175;fresh tuna;pancakes;whole wheat rice;chocolate;gluten free bar;melons;fresh bread;low fat yogurt;;;;;;;;;;;;
2176;eggs;soda;gluten free bar;white wine;;;;;;;;;;;;;;;;
2177;shrimp;milk;cake;bug spray;cooking oil;cereals;energy drink;salt;;;;;;;;;;;;
2178;shrimp;frozen vegetables;mineral water;milk;eggs;cake;gums;escalope;fresh bread;;;;;;;;;;;
2179;cereals;green tea;;;;;;;;;;;;;;;;;;
2180;french wine;honey;light mayo;;;;;;;;;;;;;;;;;
2181;turkey;spaghetti;mineral water;milk;chicken;eggs;cake;green tea;;;;;;;;;;;;
2182;escalope;;;;;;;;;;;;;;;;;;;
2183;milk;cider;eggs;french fries;cookies;green tea;;;;;;;;;;;;;;
2184;turkey;burgers;chocolate;spaghetti;vegetables mix;bug spray;chicken;chili;green tea;strawberries;babies food;tomato juice;fresh bread;;;;;;;
2185;eggs;french fries;low fat yogurt;honey;;;;;;;;;;;;;;;;
2186;mineral water;energy bar;chocolate;french fries;body spray;low fat yogurt;;;;;;;;;;;;;;
2187;ham;herb & pepper;pepper;champagne;white wine;;;;;;;;;;;;;;;
2188;soup;fresh bread;;;;;;;;;;;;;;;;;;
2189;energy bar;honey;cake;low fat yogurt;green tea;;;;;;;;;;;;;;;
2190;turkey;mineral water;butter;french wine;bacon;eggs;whole wheat rice;cooking oil;low fat yogurt;;;;;;;;;;;
2191;burgers;grated cheese;herb & pepper;ground beef;chocolate;milk;cider;eggs;whole wheat rice;cake;oil;eggplant;;;;;;;;
2192;burgers;tomatoes;mineral water;eggs;french fries;strawberries;green tea;;;;;;;;;;;;;
2193;ham;spaghetti;;;;;;;;;;;;;;;;;;
2194;burgers;frozen vegetables;tomatoes;eggs;cake;cooking oil;;;;;;;;;;;;;;
2195;mineral water;eggs;cake;;;;;;;;;;;;;;;;;
2196;cookies;;;;;;;;;;;;;;;;;;;
2197;turkey;shrimp;frozen vegetables;tomatoes;spaghetti;mineral water;soup;milk;olive oil;pancakes;chicken;chocolate;hot dogs;light mayo;tomato juice;;;;;
2198;cottage cheese;;;;;;;;;;;;;;;;;;;
2199;grated cheese;chocolate;french wine;chicken;;;;;;;;;;;;;;;;
2200;escalope;;;;;;;;;;;;;;;;;;;
2201;grated cheese;frozen vegetables;ground beef;pepper;spaghetti;green tea;;;;;;;;;;;;;;
2202;chocolate;champagne;low fat yogurt;;;;;;;;;;;;;;;;;
2203;mineral water;pancakes;whole wheat rice;candy bars;;;;;;;;;;;;;;;;
2204;soup;avocado;french fries;frozen smoothie;light mayo;tomato juice;green tea;;;;;;;;;;;;;
2205;frozen vegetables;tomatoes;butter;eggs;cake;bug spray;;;;;;;;;;;;;;
2206;tomatoes;spaghetti;mineral water;milk;whole wheat rice;cake;;;;;;;;;;;;;;
2207;mineral water;low fat yogurt;;;;;;;;;;;;;;;;;;
2208;shrimp;spaghetti;milk;cider;eggs;french fries;pancakes;low fat yogurt;;;;;;;;;;;;
2209;cookies;;;;;;;;;;;;;;;;;;;
2210;tomatoes;ground beef;flax seed;eggs;carrots;green tea;cookies;shallot;;;;;;;;;;;;
2211;candy bars;;;;;;;;;;;;;;;;;;;
2212;ground beef;spaghetti;salmon;;;;;;;;;;;;;;;;;
2213;turkey;frozen vegetables;ground beef;mineral water;chocolate;soup;milk;;;;;;;;;;;;;
2214;milk;champagne;mushroom cream sauce;;;;;;;;;;;;;;;;;
2215;butter;muffins;pancakes;oil;french fries;magazines;;;;;;;;;;;;;;
2216;mineral water;olive oil;;;;;;;;;;;;;;;;;;
2217;ham;ground beef;mineral water;low fat yogurt;;;;;;;;;;;;;;;;
2218;grated cheese;;;;;;;;;;;;;;;;;;;
2219;green tea;;;;;;;;;;;;;;;;;;;
2220;black tea;french wine;chocolate;french fries;shallot;brownies;pancakes;toothpaste;;;;;;;;;;;;
2221;burgers;spaghetti;milk;bacon;eggs;chocolate;french fries;cookies;green tea;;;;;;;;;;;
2222;pickles;champagne;;;;;;;;;;;;;;;;;;
2223;mineral water;vegetables mix;eggs;cooking oil;;;;;;;;;;;;;;;;
2224;soup;milk;;;;;;;;;;;;;;;;;;
2225;green tea;frozen smoothie;;;;;;;;;;;;;;;;;;
2226;frozen vegetables;tomato sauce;mineral water;milk;olive oil;french fries;;;;;;;;;;;;;;
2227;french fries;;;;;;;;;;;;;;;;;;;
2228;mineral water;soup;whole wheat rice;;;;;;;;;;;;;;;;;
2229;escalope;;;;;;;;;;;;;;;;;;;
2230;oil;;;;;;;;;;;;;;;;;;;
2231;red wine;frozen vegetables;;;;;;;;;;;;;;;;;;
2232;milk;eggs;ham;french fries;;;;;;;;;;;;;;;;
2233;grated cheese;shrimp;;;;;;;;;;;;;;;;;;
2234;burgers;french fries;shallot;green tea;;;;;;;;;;;;;;;;
2235;cookies;;;;;;;;;;;;;;;;;;;
2236;herb & pepper;shrimp;mineral water;;;;;;;;;;;;;;;;;
2237;milk;butter;eggs;toothpaste;;;;;;;;;;;;;;;;
2238;cottage cheese;;;;;;;;;;;;;;;;;;;
2239;spaghetti;chocolate;milk;eggs;cake;cooking oil;;;;;;;;;;;;;;
2240;cake;;;;;;;;;;;;;;;;;;;
2241;burgers;shrimp;mineral water;milk;energy bar;rice;brownies;yogurt cake;;;;;;;;;;;;
2242;cookies;honey;;;;;;;;;;;;;;;;;;
2243;burgers;shrimp;spaghetti;french wine;chicken;green grapes;green tea;magazines;low fat yogurt;;;;;;;;;;;
2244;cookies;;;;;;;;;;;;;;;;;;;
2245;pickles;french fries;yogurt cake;;;;;;;;;;;;;;;;;
2246;spaghetti;mineral water;milk;strong cheese;chocolate;champagne;frozen smoothie;;;;;;;;;;;;;
2247;grated cheese;spaghetti;eggs;;;;;;;;;;;;;;;;;
2248;herb & pepper;ground beef;spaghetti;mineral water;pancakes;tomato juice;;;;;;;;;;;;;;
2249;energy drink;;;;;;;;;;;;;;;;;;;
2250;cookies;;;;;;;;;;;;;;;;;;;
2251;escalope;;;;;;;;;;;;;;;;;;;
2252;fresh tuna;shrimp;ground beef;olive oil;cookies;fresh bread;;;;;;;;;;;;;;
2253;frozen vegetables;mineral water;;;;;;;;;;;;;;;;;;
2254;chocolate;chicken;candy bars;;;;;;;;;;;;;;;;;
2255;grated cheese;red wine;tomatoes;tomato sauce;spaghetti;mineral water;chocolate;almonds;fromage blanc;eggs;cake;blueberries;cooking oil;;;;;;;
2256;milk;;;;;;;;;;;;;;;;;;;
2257;burgers;fresh tuna;tomatoes;mineral water;meatballs;milk;french wine;cider;eggs;cake;cooking oil;hot dogs;green tea;;;;;;;
2258;french wine;honey;whole wheat rice;;;;;;;;;;;;;;;;;
2259;cottage cheese;;;;;;;;;;;;;;;;;;;
2260;chocolate;;;;;;;;;;;;;;;;;;;
2261;turkey;herb & pepper;shrimp;mineral water;eggs;gums;green tea;escalope;;;;;;;;;;;;
2262;cake;barbecue sauce;escalope;;;;;;;;;;;;;;;;;
2263;green tea;;;;;;;;;;;;;;;;;;;
2264;frozen vegetables;eggs;cake;;;;;;;;;;;;;;;;;
2265;vegetables mix;eggs;escalope;;;;;;;;;;;;;;;;;
2266;mineral water;;;;;;;;;;;;;;;;;;;
2267;grated cheese;chicken;low fat yogurt;;;;;;;;;;;;;;;;;
2268;red wine;tomatoes;mineral water;french wine;pancakes;;;;;;;;;;;;;;;
2269;spaghetti;cake;light mayo;fresh bread;;;;;;;;;;;;;;;;
2270;pancakes;eggs;;;;;;;;;;;;;;;;;;
2271;red wine;french wine;salmon;french fries;;;;;;;;;;;;;;;;
2272;whole wheat pasta;ground beef;mineral water;soup;nonfat milk;pancakes;eggs;;;;;;;;;;;;;
2273;cake;french fries;;;;;;;;;;;;;;;;;;
2274;burgers;milk;eggs;french fries;;;;;;;;;;;;;;;;
2275;salmon;;;;;;;;;;;;;;;;;;;
2276;avocado;eggs;chicken;chocolate;;;;;;;;;;;;;;;;
2277;tomatoes;mineral water;pancakes;;;;;;;;;;;;;;;;;
2278;dessert wine;herb & pepper;pepper;yogurt cake;fresh bread;green tea;;;;;;;;;;;;;;
2279;ground beef;mineral water;eggs;yogurt cake;;;;;;;;;;;;;;;;
2280;ground beef;milk;cake;;;;;;;;;;;;;;;;;
2281;spaghetti;eggs;french fries;;;;;;;;;;;;;;;;;
2282;chocolate;tomatoes;mineral water;cake;green tea;;;;;;;;;;;;;;;
2283;eggs;;;;;;;;;;;;;;;;;;;
2284;meatballs;eggplant;;;;;;;;;;;;;;;;;;
2285;meatballs;black tea;eggs;;;;;;;;;;;;;;;;;
2286;pepper;spaghetti;strong cheese;;;;;;;;;;;;;;;;;
2287;fresh tuna;red wine;spaghetti;mineral water;soup;bacon;pancakes;eggs;cooking oil;;;;;;;;;;;
2288;green tea;;;;;;;;;;;;;;;;;;;
2289;chocolate;spaghetti;mineral water;milk;salmon;green tea;escalope;mushroom cream sauce;;;;;;;;;;;;
2290;mineral water;soup;avocado;green tea;;;;;;;;;;;;;;;;
2291;turkey;red wine;frozen vegetables;ground beef;pancakes;pet food;protein bar;;;;;;;;;;;;;
2292;shrimp;tomatoes;mineral water;soup;olive oil;chocolate;escalope;yogurt cake;green tea;;;;;;;;;;;
2293;frozen vegetables;mineral water;cereals;sparkling water;energy drink;;;;;;;;;;;;;;;
2294;mineral water;;;;;;;;;;;;;;;;;;;
2295;cookies;;;;;;;;;;;;;;;;;;;
2296;cookies;;;;;;;;;;;;;;;;;;;
2297;shrimp;eggs;cake;french fries;mint;green tea;;;;;;;;;;;;;;
2298;chocolate;pepper;spaghetti;mineral water;nonfat milk;whole wheat rice;french fries;champagne;;;;;;;;;;;;
2299;cookies;;;;;;;;;;;;;;;;;;;
2300;chicken;chocolate;champagne;;;;;;;;;;;;;;;;;
2301;grated cheese;frozen vegetables;mineral water;soup;vegetables mix;pancakes;cooking oil;carrots;french fries;escalope;mint;;;;;;;;;
2302;eggs;french fries;brownies;strawberries;;;;;;;;;;;;;;;;
2303;mineral water;salmon;eggs;cake;cauliflower;low fat yogurt;;;;;;;;;;;;;;
2304;eggs;whole wheat rice;frozen smoothie;low fat yogurt;;;;;;;;;;;;;;;;
2305;bacon;eggs;;;;;;;;;;;;;;;;;;
2306;eggs;;;;;;;;;;;;;;;;;;;
2307;grated cheese;salmon;cake;champagne;;;;;;;;;;;;;;;;
2308;shrimp;spaghetti;mineral water;light cream;;;;;;;;;;;;;;;;
2309;energy bar;;;;;;;;;;;;;;;;;;;
2310;fresh bread;;;;;;;;;;;;;;;;;;;
2311;cookies;;;;;;;;;;;;;;;;;;;
2312;french fries;strawberries;low fat yogurt;candy bars;;;;;;;;;;;;;;;;
2313;escalope;shallot;white wine;;;;;;;;;;;;;;;;;
2314;burgers;grated cheese;herb & pepper;red wine;parmesan cheese;ground beef;spaghetti;avocado;eggs;clothes accessories;fresh bread;;;;;;;;;
2315;burgers;escalope;salt;;;;;;;;;;;;;;;;;
2316;eggs;cookies;;;;;;;;;;;;;;;;;;
2317;frozen vegetables;parmesan cheese;butter;carrots;oatmeal;green tea;hot dogs;;;;;;;;;;;;;
2318;turkey;grated cheese;ground beef;mineral water;milk;nonfat milk;french fries;;;;;;;;;;;;;
2319;burgers;shrimp;whole wheat pasta;spaghetti;french wine;eggs;chocolate;;;;;;;;;;;;;
2320;mineral water;eggs;;;;;;;;;;;;;;;;;;
2321;ground beef;tomato sauce;mineral water;meatballs;chicken;brownies;fresh bread;low fat yogurt;;;;;;;;;;;;
2322;burgers;eggs;;;;;;;;;;;;;;;;;;
2323;frozen vegetables;light mayo;;;;;;;;;;;;;;;;;;
2324;red wine;frozen smoothie;cookies;champagne;;;;;;;;;;;;;;;;
2325;ham;mineral water;milk;french fries;babies food;;;;;;;;;;;;;;;
2326;french fries;;;;;;;;;;;;;;;;;;;
2327;turkey;honey;cooking oil;green tea;;;;;;;;;;;;;;;;
2328;spaghetti;;;;;;;;;;;;;;;;;;;
2329;mineral water;frozen smoothie;;;;;;;;;;;;;;;;;;
2330;cake;low fat yogurt;;;;;;;;;;;;;;;;;;
2331;cookies;hot dogs;;;;;;;;;;;;;;;;;;
2332;cookies;;;;;;;;;;;;;;;;;;;
2333;flax seed;green tea;honey;;;;;;;;;;;;;;;;;
2334;fresh tuna;shrimp;frozen vegetables;mineral water;milk;olive oil;french fries;;;;;;;;;;;;;
2335;chicken;;;;;;;;;;;;;;;;;;;
2336;grated cheese;ground beef;pepper;spaghetti;cooking oil;chicken;corn;;;;;;;;;;;;;
2337;cake;french fries;;;;;;;;;;;;;;;;;;
2338;ham;pickles;honey;cottage cheese;green tea;;;;;;;;;;;;;;;
2339;french fries;frozen smoothie;energy drink;;;;;;;;;;;;;;;;;
2340;milk;chicken;eggs;pancakes;;;;;;;;;;;;;;;;
2341;olive oil;pancakes;cooking oil;;;;;;;;;;;;;;;;;
2342;burgers;spaghetti;milk;chocolate;french fries;cookies;green tea;;;;;;;;;;;;;
2343;cookies;;;;;;;;;;;;;;;;;;;
2344;ground beef;spaghetti;candy bars;;;;;;;;;;;;;;;;;
2345;cake;french fries;;;;;;;;;;;;;;;;;;
2346;eggs;green tea;mushroom cream sauce;strawberries;;;;;;;;;;;;;;;;
2347;eggs;;;;;;;;;;;;;;;;;;;
2348;turkey;burgers;tomatoes;spaghetti;eggs;whole weat flour;pancakes;;;;;;;;;;;;;
2349;burgers;milk;eggs;cake;clothes accessories;french fries;;;;;;;;;;;;;;
2350;pasta;;;;;;;;;;;;;;;;;;;
2351;milk;eggs;;;;;;;;;;;;;;;;;;
2352;turkey;eggs;whole wheat rice;green tea;;;;;;;;;;;;;;;;
2353;fresh tuna;grated cheese;spaghetti;mineral water;salmon;eggs;mashed potato;;;;;;;;;;;;;
2354;pancakes;;;;;;;;;;;;;;;;;;;
2355;escalope;low fat yogurt;;;;;;;;;;;;;;;;;;
2356;chocolate;shrimp;frozen vegetables;spaghetti;mineral water;olive oil;eggs;cake;light cream;yogurt cake;;;;;;;;;;
2357;strong cheese;tomato juice;low fat yogurt;green tea;;;;;;;;;;;;;;;;
2358;turkey;burgers;shrimp;ground beef;spaghetti;mineral water;milk;olive oil;salmon;honey;whole wheat rice;rice;burger sauce;french fries;hot dogs;protein bar;;;;
2359;tomatoes;escalope;;;;;;;;;;;;;;;;;;
2360;cookies;;;;;;;;;;;;;;;;;;;
2361;grated cheese;spaghetti;french fries;;;;;;;;;;;;;;;;;
2362;cookies;;;;;;;;;;;;;;;;;;;
2363;eggs;cake;;;;;;;;;;;;;;;;;;
2364;shampoo;babies food;;;;;;;;;;;;;;;;;;
2365;burgers;turkey;herb & pepper;shrimp;tomato sauce;light cream;cooking oil;pet food;chocolate;;;;;;;;;;;
2366;eggs;french fries;;;;;;;;;;;;;;;;;;
2367;mineral water;cake;french fries;;;;;;;;;;;;;;;;;
2368;herb & pepper;frozen vegetables;ground beef;mineral water;;;;;;;;;;;;;;;;
2369;fresh tuna;mineral water;pancakes;tea;chocolate;escalope;;;;;;;;;;;;;;
2370;avocado;energy bar;muffins;french fries;;;;;;;;;;;;;;;;
2371;eggs;chocolate;escalope;;;;;;;;;;;;;;;;;
2372;burgers;dessert wine;champagne;frozen smoothie;cookies;hot dogs;green tea;;;;;;;;;;;;;
2373;shrimp;french fries;champagne;cookies;pancakes;yogurt cake;light mayo;green tea;;;;;;;;;;;;
2374;mineral water;salmon;;;;;;;;;;;;;;;;;;
2375;mineral water;soup;cooking oil;;;;;;;;;;;;;;;;;
2376;burgers;milk;cream;;;;;;;;;;;;;;;;;
2377;ground beef;mineral water;oil;barbecue sauce;frozen smoothie;brownies;white wine;green tea;;;;;;;;;;;;
2378;burgers;eggs;;;;;;;;;;;;;;;;;;
2379;avocado;milk;eggs;ham;chocolate;french fries;pancakes;green tea;;;;;;;;;;;;
2380;cookies;;;;;;;;;;;;;;;;;;;
2381;shrimp;ground beef;spaghetti;olive oil;fromage blanc;eggs;low fat yogurt;;;;;;;;;;;;;
2382;red wine;ground beef;salmon;eggs;whole wheat rice;cooking oil;french fries;frozen smoothie;champagne;cauliflower;low fat yogurt;honey;;;;;;;;
2383;shrimp;frozen vegetables;tomatoes;parmesan cheese;whole wheat pasta;ground beef;spaghetti;energy bar;pet food;cottage cheese;;;;;;;;;;
2384;spaghetti;;;;;;;;;;;;;;;;;;;
2385;cookies;;;;;;;;;;;;;;;;;;;
2386;eggs;;;;;;;;;;;;;;;;;;;
2387;fresh tuna;spaghetti;flax seed;pancakes;hot dogs;;;;;;;;;;;;;;;
2388;energy bar;brownies;;;;;;;;;;;;;;;;;;
2389;mineral water;whole wheat rice;cake;;;;;;;;;;;;;;;;;
2390;cookies;;;;;;;;;;;;;;;;;;;
2391;turkey;burgers;mineral water;cooking oil;chocolate bread;pancakes;;;;;;;;;;;;;;
2392;mineral water;green grapes;cooking oil;;;;;;;;;;;;;;;;;
2393;shrimp;;;;;;;;;;;;;;;;;;;
2394;turkey;grated cheese;tomato sauce;spaghetti;chocolate;eggs;;;;;;;;;;;;;;
2395;turkey;burgers;spaghetti;mineral water;chocolate;soup;avocado;milk;whole wheat rice;cake;brownies;pancakes;white wine;;;;;;;
2396;milk;energy bar;escalope;white wine;;;;;;;;;;;;;;;;
2397;olive oil;flax seed;pancakes;light cream;oil;chicken;;;;;;;;;;;;;;
2398;light mayo;;;;;;;;;;;;;;;;;;;
2399;turkey;eggs;;;;;;;;;;;;;;;;;;
2400;chocolate;herb & pepper;tomatoes;whole wheat pasta;spaghetti;mineral water;olive oil;vegetables mix;pancakes;hot dogs;;;;;;;;;;
2401;burgers;eggs;;;;;;;;;;;;;;;;;;
2402;whole wheat rice;;;;;;;;;;;;;;;;;;;
2403;tomatoes;spaghetti;mineral water;olive oil;green tea;;;;;;;;;;;;;;;
2404;chocolate;cottage cheese;;;;;;;;;;;;;;;;;;
2405;chocolate;butter;salmon;muffins;carrots;escalope;low fat yogurt;green tea;;;;;;;;;;;;
2406;burgers;frozen vegetables;spaghetti;chocolate;almonds;pancakes;eggs;whole wheat rice;fresh bread;;;;;;;;;;;
2407;grated cheese;milk;energy bar;salmon;vegetables mix;eggs;bramble;escalope;gluten free bar;cauliflower;;;;;;;;;;
2408;fresh tuna;eggs;french fries;green tea;;;;;;;;;;;;;;;;
2409;shrimp;ground beef;pancakes;cooking oil;white wine;;;;;;;;;;;;;;;
2410;eggs;cake;rice;french fries;frozen smoothie;yogurt cake;;;;;;;;;;;;;;
2411;frozen vegetables;mineral water;olive oil;brownies;low fat yogurt;;;;;;;;;;;;;;;
